Sitename: Willow Creek Wisconsin USA
Location: Latitude: 45.9059  Longitude: -90.0799  Elevation (masl): 515
Principal investigator: Ankur Desai
Ecosystem type: DBF Deciduous Broadleaf Forest
File creation date: 11MAY2011
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2005,0,6.60417,6,1430,0.533,-7.966,236.151,2.538,1.382,1.098,0.285,61.747,-6999,1.778,-6999,1.461,0.612,0,1.076,5,0.156,95.07,94.484,382.189,0.017,29.463,31.121,65.353,390.577,190.995,-6999,-6999,42.548,193.765,276.86,2.421,0.497,-0.374,382.184,29.6,-6999,-9999,-6999,-6999
2005,0,6.62500,6,1500,0.659,-7.876,232.109,3.147,1.734,1.957,-0.222,62.018,-6999,5.54,-6999,1.127,0.709,0,1.182,5,0,92.041,94.509,381.826,0.028,29.451,31.12,16.734,286.45,139.676,-6999,-6999,37.711,190.05,275.281,2.367,0.532,-0.374,381.855,29.6,-6999,-9999,-6999,-6999
2005,0,6.64583,6,1530,0.645,-8.059,229.776,2.495,0.42,0.73,-0.309,29.065,-6999,2.721,-6999,0.919,0.683,0,1.156,5,0.156,91.905,94.528,381.432,0.028,29.441,31.12,-37.413,176.414,75.886,-6999,-6999,27.968,187.321,272.651,2.331,0.523,-0.374,381.362,29.6,-6999,-9999,-6999,-6999
2005,0,6.66667,6,1600,0.637,-8.674,225.753,2.532,0.344,0.398,-0.053,-7.789,-6999,-0.64,-6999,0.752,0.723,0,1.207,5,0,94.027,94.543,381.4,0.02,29.43,31.118,-76.815,52.38,15.363,-6999,-6999,8.794,185.354,268.739,2.294,0.541,-0.374,381.339,29.6,-6999,-9999,-6999,-6999
2005,0,6.68750,6,1630,0.465,-9.289,228.423,2.324,0.928,0.724,0.204,-23.023,-6999,-0.37,-6999,0.752,0.67,0,1.14,5,0,98.862,94.553,381.654,0.004,29.421,31.118,-83.049,3.698,0,-6999,-6999,1.951,183.741,264.84,2.283,0.518,-0.374,381.589,29.6,-6999,-9999,-6999,-6999
2005,0,6.70833,6,1700,0.449,-9.869,227.996,2.612,-0.058,-0.345,0.287,-21.902,-6999,0.258,-6999,0.752,0.727,0,1.209,5,0,100,94.555,382.068,0,29.414,31.116,-80.804,0,0,-6999,-6999,1.714,183.356,262.448,2.253,0.541,0,381.994,29.6,-6999,-9999,-6999,-6999
2005,0,6.72917,6,1730,0.399,-10.404,224.902,2.338,0.237,-0.138,0.376,-21.167,-6999,-0.919,-6999,0.752,0.681,0,1.157,5,0,100,94.568,382.605,0,29.406,31.116,-78.61,0,0,-6999,-6999,1.645,183.615,260.581,2.239,0.524,0,382.486,29.6,-6999,-9999,-6999,-6999
2005,0,6.75000,6,1800,0.464,-10.791,223.226,2.849,-0.068,-0.31,0.242,-26.598,-6999,0.76,-6999,0.877,0.747,0,1.222,5,0,100,94.573,382.882,0,29.398,31.115,-78.457,0,0,-6999,-6999,1.803,182.371,259.026,2.239,0.546,0,382.821,29.6,-6999,-9999,-6999,-6999
2005,0,6.77083,6,1830,0.635,-11.194,224.454,3.343,0.422,0.204,0.219,-23.978,-6999,-0.183,-6999,1.002,0.683,0,1.153,5,0,100,94.591,383.177,0,29.391,31.113,-79.94,0,0,-6999,-6999,1.513,180.32,258.748,2.218,0.522,0,383.095,29.6,-6999,-9999,-6999,-6999
2005,0,6.79167,6,1900,0.562,-11.664,223.004,2.929,0.081,-0.088,0.169,-20.582,-6999,-1.065,-6999,1.002,0.754,0,1.235,5,0,100,94.607,383.479,0,29.382,31.112,-79.499,0,0,-6999,-6999,1.511,179.182,257.171,2.181,0.55,0,383.461,29.6,-6999,-9999,-6999,-6999
2005,0,6.81250,6,1930,0.692,-12.062,224.19,2.907,1.004,0.884,0.121,-26.92,-6999,-0.376,-6999,1.044,0.668,0,1.152,5,0,100,94.604,383.54,0,29.373,31.112,-77.828,0,0,-6999,-6999,1.536,179.532,255.826,2.14,0.522,0,383.569,29.6,-6999,-9999,-6999,-6999
2005,0,6.83333,6,2000,0.654,-12.459,226.738,3.401,0.959,0.663,0.296,-20.034,-6999,-1.264,-6999,1.086,0.739,0,1.217,5,0,100,94.606,384.03,0,29.362,31.111,-74.394,0,0,-6999,-6999,1.46,181.918,254.853,2.092,0.544,0,384.068,29.6,-6999,-9999,-6999,-6999
2005,0,6.85417,6,2030,0.762,-12.686,224.383,3.686,-0.682,-1.118,0.437,-15.938,-6999,0.547,-6999,1.252,0.67,0,1.163,5,0,100,94.618,384.658,0,29.351,31.11,-73.709,0,0,-6999,-6999,1.352,182.403,254.762,2.009,0.526,0,384.659,29.6,-6999,-9999,-6999,-6999
2005,0,6.87500,6,2100,0.695,-12.783,218.275,2.963,0.562,0.093,0.47,-28.229,-6999,1.596,-6999,1.169,0.724,0,1.225,5,0,100,94.634,385.329,0,29.339,31.109,-73.151,0,0,-6999,-6999,1.414,182.13,253.868,1.947,0.547,0,385.296,29.6,-6999,-9999,-6999,-6999
2005,0,6.89583,6,2130,0.585,-12.971,213.884,2.916,0.465,0.591,-0.125,-24.883,-6999,0.024,-6999,1.253,0.633,0,1.126,5,0,100,94.643,385.085,0,29.324,31.108,-70.986,0,0,-6999,-6999,1.508,183.17,252.648,1.914,0.514,0,384.887,29.6,-6999,-9999,-6999,-6999
2005,0,6.91667,6,2200,0.711,-13.163,214.782,3.384,0.513,0.204,0.309,-41.062,-6999,0.134,-6999,1.253,0.689,0,1.19,5,0,100,94.649,385.446,0,29.309,31.107,-68.949,0,0,-6999,-6999,1.439,184.717,252.228,1.927,0.535,0,385.588,29.6,-6999,-9999,-6999,-6999
2005,0,6.93750,6,2230,0.613,-13.232,208.793,2.987,1.445,1.102,0.343,-25.639,-6999,2.12,-6999,1.253,0.626,0,1.136,5,0,100,94.655,385.967,0,29.292,31.107,-68.27,0,0,-6999,-6999,1.39,185.124,252.005,1.911,0.517,0,385.978,29.6,-6999,-9999,-6999,-6999
2005,0,6.95833,6,2300,0.514,-13.567,202.519,3.086,0.58,0.694,-0.114,-25.661,-6999,0.361,-6999,1.253,0.675,0,1.191,5,0,100,94.643,385.797,0,29.274,31.106,-66.846,0,0,-6999,-6999,1.292,185.146,250.701,1.795,0.535,0,385.761,29.6,-6999,-9999,-6999,-6999
2005,0,6.97917,6,2330,0.673,-13.891,210.103,3.438,0.907,1.338,-0.43,-33.324,-6999,0.379,-6999,1.253,0.594,0,1.113,5,0,100,94.646,385.283,0,29.255,31.105,-64.533,0,0,-6999,-6999,1.313,186.706,249.927,1.713,0.509,0,385.188,29.6,-6999,-9999,-6999,-6999
2005,0,7.00000,7,000,0.625,-14.028,209.341,3.461,-0.07,-0.244,0.175,-21.084,-6999,-3.281,-6999,1.253,0.668,0,1.181,5,0,100,94.649,385.528,0,29.235,31.105,-64.215,0,0,-6999,-6999,1.214,186.846,249.847,1.696,0.532,0,385.548,29.6,-6999,-9999,-6999,-6999
2005,0,7.02083,7,030,0.684,-14.043,203.613,3.518,2.112,1.716,0.397,-41.328,-6999,-0.79,-6999,1.712,0.383,0,0.905,5,0,100,94.651,385.91,0,29.217,31.105,-63.821,0.003,0,-6999,-6999,1.318,186.896,249.4,1.576,0.446,0,385.915,29.6,-6999,-9999,-6999,-6999
2005,0,7.04167,7,100,0.709,-14.182,196.026,3.526,0.338,0.889,-0.55,-47.305,-6999,2.373,-6999,3.089,-0.032,0,0.494,5,0,100,94.667,385.275,0,29.192,31.104,-63.716,0.017,0,-6999,-6999,1.269,186.538,248.986,1.527,0.343,0,385.148,29.6,-6999,-9999,-6999,-6999
2005,0,7.06250,7,130,0.673,-13.958,192.665,3.256,0.935,0.924,0.011,-56.501,-6999,0.284,-6999,3.506,0.248,0,0.764,5,0,95.376,94.669,385.184,0.01,29.169,31.102,-63.704,0.001,0,-6999,-6999,1.404,186.961,249.262,1.474,0.408,0,385.35,29.6,-6999,-9999,-6999,-6999
2005,0,7.08333,7,200,0.708,-13.585,195.957,3.302,-2.013,-1.529,-0.484,-42.386,-6999,5.632,-6999,2.922,0.689,0,1.206,5,0,97.311,94.674,384.544,0.006,29.145,31.101,-63.67,0,0,-6999,-6999,1.5,188.22,250.391,1.619,0.54,0,384.64,29.6,-6999,-9999,-6999,-6999
2005,0,7.10417,7,230,0.832,-13.706,194.849,3.442,-1.786,-1.804,0.019,-41.303,-6999,5.686,-6999,2.463,0.689,0,1.219,5,0,100,94.687,384.622,0,29.12,31.1,-63.549,0,0,-6999,-6999,1.33,188.389,250.61,1.725,0.545,0,384.715,29.6,-6999,-9999,-6999,-6999
2005,0,7.12500,7,300,0.78,-13.515,194.288,3.475,1.501,1.38,0.122,-31.463,-6999,2.695,-6999,2.087,0.764,0,1.291,5,0,100,94.669,384.769,0,29.094,31.099,-63.241,0,0,-6999,-6999,1.368,189.531,251.406,1.882,0.57,0,384.794,29.6,-6999,-9999,-6999,-6999
2005,0,7.14583,7,330,0.776,-13.405,190.186,3.406,0.876,1.067,-0.19,-48,-6999,1.932,-6999,1.879,0.65,0,1.192,5,0,100,94.659,384.475,0,29.068,31.098,-62.767,0,0,-6999,-6999,1.314,190.478,251.931,1.971,0.535,0,384.519,29.6,-6999,-9999,-6999,-6999
2005,0,7.16667,7,400,0.739,-13.325,190.364,3.378,1.263,1.298,-0.034,-54.343,-6999,-5.357,-6999,1.67,0.691,0,1.23,5,0,100,94.65,384.409,0,29.04,31.097,-62.581,0,0,-6999,-6999,1.318,190.786,252.051,2.013,0.549,0,384.427,29.6,-6999,-9999,-6999,-6999
2005,0,7.18750,7,430,0.632,-13.189,192.994,3.468,-0.847,-0.688,-0.158,-31.959,-6999,-0.665,-6999,1.628,0.581,0,1.129,5,0,100,94.653,384.227,0,29.013,31.096,-61.459,0,0,-6999,-6999,1.411,192.413,252.462,2.037,0.514,0,384.18,29.6,-6999,-9999,-6999,-6999
2005,0,7.20833,7,500,0.806,-12.724,195.168,3.789,-0.09,0.204,-0.293,-55.216,-6999,-1.284,-6999,1.545,0.616,0,1.169,5,0,100,94.653,383.744,0,28.984,31.095,-62.235,0,0,-6999,-6999,1.378,193.47,254.327,2.052,0.528,0,383.792,29.6,-6999,-9999,-6999,-6999
2005,0,7.22917,7,530,0.801,-12.489,198.44,3.496,1.034,1.294,-0.259,-52.622,-6999,1.206,-6999,1.503,0.556,0,1.112,5,0,100,94.663,383.42,0,28.955,31.094,-63.128,0,0,-6999,-6999,1.344,193.425,255.21,2.038,0.509,0,383.342,29.6,-6999,-9999,-6999,-6999
2005,0,7.25000,7,600,0.757,-12.771,194.002,3.804,-0.918,-0.86,-0.057,-34.164,-6999,-0.968,-6999,1.503,0.578,0,1.141,5,0,100,94.664,383.453,0,28.925,31.094,-62.613,0,0,-6999,-6999,1.098,193.027,254.543,1.988,0.518,0,383.429,29.6,-6999,-9999,-6999,-6999
2005,0,7.27083,7,630,0.846,-13.177,200.377,3.597,0.428,0.113,0.316,-35.342,-6999,-1.588,-6999,1.503,0.502,0,1.07,5,0,100,94.675,383.909,0,28.895,31.092,-62.833,0,0,-6999,-6999,1.089,191.761,253.505,1.953,0.496,0,383.886,29.6,-6999,-9999,-6999,-6999
2005,0,7.29167,7,700,0.967,-13.53,202.852,3.868,0.367,-0.09,0.458,-33.391,-6999,-2.094,-6999,1.503,0.56,0,1.131,5,0,100,94.694,384.548,0,28.864,31.091,-61.914,0.019,0,-6999,-6999,1.252,191.798,252.461,1.916,0.515,0,384.583,29.6,-6999,-9999,-6999,-6999
2005,0,7.31250,7,730,0.886,-13.93,205.867,3.607,1.571,0.878,0.693,-13.042,-6999,-1.919,-6999,1.503,0.485,0,1.054,5,0,100,94.726,385.502,0,28.833,31.09,-48.662,12.549,17.128,-6999,-6999,5.871,191.409,251.33,1.873,0.49,0,385.542,29.6,-6999,-9999,-6999,-6999
2005,0,7.33333,7,800,0.883,-13.975,213.54,3.334,0.358,-0.173,0.531,2.989,-6999,1.627,-6999,1.503,0.541,0,1.115,5,0,100,94.772,386.275,0,28.801,31.09,-5.227,66.102,68.083,-6999,-6999,15.422,193.711,251.599,1.856,0.51,-0.324,386.135,29.6,-6999,-9999,-6999,-6999
2005,0,7.35417,7,830,1.003,-13.941,215.174,3.643,0.096,-0.289,0.386,40.868,-6999,1.753,-6999,1.42,0.475,0,1.049,5,0,100,94.821,386.994,0,28.769,31.089,23.051,134.784,83.605,-6999,-6999,19.12,213.136,254.571,1.879,0.489,-0.324,386.66,29.6,-6999,-9999,-6999,-6999
2005,0,7.37500,7,900,1.049,-13.954,213.51,4.18,0.689,0.203,0.486,61.89,-6999,-2.2,-6999,1.295,0.536,0,1.105,5,0,100,94.867,387.385,0,28.737,31.087,54.346,191.184,110.389,-6999,-6999,26.546,226.973,256.471,1.874,0.507,-0.324,387.481,29.6,-6999,-9999,-6999,-6999
2005,0,7.39583,7,930,0.913,-13.838,210.566,3.447,1.726,1.387,0.339,72.046,-6999,0.57,-6999,1.253,0.448,0,1.027,5,0,100,94.904,387.946,0,28.705,31.086,83.756,261.147,151.878,-6999,-6999,36.067,225.748,257.804,1.867,0.482,-0.324,387.837,29.6,-6999,-9999,-6999,-6999
2005,0,7.41667,7,1000,0.872,-13.557,211.403,3.705,0.311,0.07,0.242,82.206,-6999,1.049,-6999,1.253,0.507,0,1.07,5,0,100,94.935,388.301,0,28.673,31.085,106.849,337.017,187.658,-6999,-6999,43.54,222.188,259.458,1.872,0.495,-0.324,388.242,29.6,-6999,-9999,-6999,-6999
2005,0,7.43750,7,1030,0.822,-13.116,215.452,3.837,0.696,0.535,0.161,77.591,-6999,6.65,-6999,1.128,0.438,0,1,5,0,100,94.944,388.532,0,28.634,31.084,135.632,392.617,222.953,-6999,-6999,52.06,226.932,262.194,1.914,0.474,-0.324,388.455,29.6,-6999,-9999,-6999,-6999
2005,0,7.45833,7,1100,0.911,-12.652,214.708,3.622,0.661,0.533,0.129,110.641,-6999,1.241,-6999,1.002,0.467,0,1.021,5,0,100,94.94,388.608,0,28.587,31.083,165.874,486.594,268.528,-6999,-6999,61.801,223.812,264.667,1.946,0.48,-0.324,388.807,29.6,-6999,-9999,-6999,-6999
2005,0,7.47917,7,1130,0.966,-12.194,215.969,3.92,2.664,2.757,-0.092,163.915,-6999,13.355,-6999,0.961,0.401,0,0.938,5,0,100,94.916,388.489,0,28.551,31.082,203.109,541.977,328.221,-6999,-6999,72.683,214.327,266.757,1.982,0.456,-0.324,388.52,29.6,-6999,-9999,-6999,-6999
2005,0,7.50000,7,1200,0.756,-11.585,215.797,3.642,1.371,1.392,-0.021,118.101,-6999,4.052,-6999,0.752,0.43,0,0.976,5,0,100,94.896,388.484,0,28.519,31.081,233.811,685.611,378.379,-6999,-6999,80.256,205.621,269.933,2.019,0.467,-0.324,388.612,29.6,-6999,-9999,-6999,-6999
2005,0,7.52083,7,1230,0.857,-11.237,220.041,3.089,0.923,0.957,-0.033,137.6,-6999,5.138,-6999,1.086,0.196,0,0.727,5,0,100,94.872,388.65,0,28.49,31.08,218.207,662.174,360.724,-6999,-6999,78.511,207.082,271.089,2.067,0.398,-0.324,388.383,29.6,-6999,-9999,-6999,-6999
2005,0,7.54167,7,1300,0.966,-11.235,217.942,3.864,0.049,0.489,-0.44,121.594,-6999,-3.425,-6999,2.171,-0.134,0,0.377,5,0,100,94.874,387.831,0,28.461,31.08,147.457,545.511,271.976,-6999,-6999,57.638,202.14,269.021,2.069,0.318,-0.324,387.867,29.6,-6999,-9999,-6999,-6999
2005,0,7.56250,7,1330,0.854,-11.307,225.505,3.173,2.595,2.27,0.325,125.719,-6999,2.692,-6999,2.588,0.079,0,0.584,5,0,100,94.91,388.244,0,28.433,31.078,113.263,521.057,227.079,-6999,-6999,49.451,204.169,268.534,2.09,0.364,-0.324,388.336,29.6,-6999,-9999,-6999,-6999
2005,0,7.58333,7,1400,0.771,-11.424,222.958,3.303,0.034,-0.037,0.072,76.652,-6999,1.909,-6999,2.212,0.478,0,0.98,5,0,100,94.935,388.377,0,28.408,31.077,83.387,341.191,183.773,-6999,-6999,43.166,210.001,267.222,2.112,0.468,-0.324,388.391,29.6,-6999,-9999,-6999,-6999
2005,0,7.60417,7,1430,0.789,-11.284,222.984,3.343,0.968,1.036,-0.067,64.542,-6999,4.606,-6999,1.795,0.53,0,1.035,5,0,100,94.954,388.252,0,28.385,31.076,42.872,307.194,144.976,-6999,-6999,35.247,198.834,265.692,2.142,0.484,-0.324,388.346,29.6,-6999,-9999,-6999,-6999
2005,0,7.62500,7,1500,0.765,-11.3,212.667,3.423,1.275,1.22,0.055,44.461,-6999,4.258,-6999,1.503,0.649,0,1.153,5,0,100,94.963,388.412,0,28.364,31.074,14.026,228.651,114.816,-6999,-6999,31.376,194.867,264.282,2.136,0.522,-0.324,388.377,29.6,-6999,-9999,-6999,-6999
2005,0,7.64583,7,1530,0.682,-11.388,219.153,2.359,1.058,0.953,0.106,17.057,-6999,-1.553,-6999,1.294,0.6,0,1.099,5,0,100,94.982,388.487,0,28.344,31.073,-30.973,132.412,56.752,-6999,-6999,19.114,193.808,262.419,2.131,0.505,-0.324,388.494,29.6,-6999,-9999,-6999,-6999
2005,0,7.66667,7,1600,0.441,-11.72,220.902,1.841,0.29,0.371,-0.081,-6.434,-6999,-1.947,-6999,1.252,0.657,0,1.147,5,0,100,95.006,388.298,0,28.326,31.072,-60.097,43.208,11.378,-6999,-6999,5.106,193.206,259.576,2.124,0.52,-0.324,388.393,29.6,-6999,-9999,-6999,-6999
2005,0,7.68750,7,1630,0.269,-12.105,220.006,1.693,0.837,0.7,0.138,-12.952,-6999,0.255,-6999,1.211,0.565,0,1.052,5,0,100,95.017,388.471,0,28.309,31.072,-65.051,4.122,0,-6999,-6999,1.872,193.582,256.761,2.113,0.49,-0.324,388.472,29.6,-6999,-9999,-6999,-6999
2005,0,7.70833,7,1700,0.256,-12.355,215.252,1.749,0.431,0.411,0.021,-11.03,-6999,-0.042,-6999,1.252,0.631,0,1.121,5,0,100,95.047,388.472,0,28.292,31.07,-46.615,0,0,-6999,-6999,1.47,212.141,257.288,2.112,0.512,0,388.356,29.6,-6999,-9999,-6999,-6999
2005,0,7.72917,7,1730,0.403,-12.341,220.33,1.989,0.277,0.186,0.092,-21.972,-6999,-0.008,-6999,1.252,0.587,0,1.077,5,0,100,95.072,388.625,0,28.276,31.069,-46.61,0,0,-6999,-6999,1.309,212.362,257.664,2.143,0.498,0,388.559,29.6,-6999,-9999,-6999,-6999
2005,0,7.75000,7,1800,0.345,-12.307,219.247,1.917,0.353,0.138,0.215,-13.883,-6999,-0.087,-6999,1.252,0.634,0,1.118,5,0,100,95.12,388.898,0,28.26,31.068,-46.141,0,0,-6999,-6999,1.209,212.716,257.649,2.174,0.511,0,388.724,29.6,-6999,-9999,-6999,-6999
2005,0,7.77083,7,1830,0.208,-12.451,231.208,1.651,0.271,0.426,-0.154,-10.351,-6999,0.329,-6999,1.252,0.574,0,1.062,5,0,100,95.161,388.671,0,28.244,31.067,-47.077,0,0,-6999,-6999,1.317,210.628,256.389,2.182,0.493,0,388.714,29.6,-6999,-9999,-6999,-6999
2005,0,7.79167,7,1900,0.26,-12.519,237.871,1.907,-0.092,-0.193,0.102,-8.432,-6999,0.339,-6999,1.253,0.614,0,1.107,5,0,100,95.183,388.861,0,28.227,31.067,-23.783,0,0,-6999,-6999,0.782,236.133,259.134,2.196,0.507,0,388.821,29.6,-6999,-9999,-6999,-6999
2005,0,7.81250,7,1930,0.462,-12.324,239.867,2.218,0.405,0.289,0.117,-11.788,-6999,-0.081,-6999,1.253,0.543,0,1.036,5,0,100,95.205,389.054,0,28.211,31.064,-18.317,0,0,-6999,-6999,0.623,243.339,261.034,2.238,0.485,0,389.046,29.6,-6999,-9999,-6999,-6999
2005,0,7.83333,7,2000,0.486,-12.128,236.098,2.022,0.502,0.278,0.225,-4.457,-6999,0.706,-6999,1.253,0.605,0,1.099,5,0,100,95.233,389.438,0,28.194,31.063,-15.209,0,0,-6999,-6999,0.455,247.535,262.291,2.267,0.505,0,389.429,29.6,-6999,-9999,-6999,-6999
2005,0,7.85417,7,2030,0.411,-12.03,241.256,1.896,0.596,0.562,0.035,-1.866,-6999,1.092,-6999,1.253,0.514,0,1.013,5,0,100,95.248,389.496,0,28.175,31.062,-13.064,0,0,-6999,-6999,0.395,250.36,263.029,2.298,0.478,0,389.492,29.6,-6999,-9999,-6999,-6999
2005,0,7.87500,7,2100,0.36,-11.954,240.753,1.548,0.356,0.196,0.16,-3.389,-6999,0.096,-6999,1.253,0.578,0,1.074,5,0,100,95.252,389.703,0,28.157,31.061,-11.73,0,0,-6999,-6999,0.369,252.163,263.525,2.321,0.497,0,389.603,29.6,-6999,-9999,-6999,-6999
2005,0,7.89583,7,2130,0.226,-11.914,233.509,1.47,0.274,0.154,0.121,-2.509,-6999,-0.377,-6999,1.211,0.48,0,0.976,5,0,100,95.267,389.798,0,28.139,31.059,-9.201,0,0,-6999,-6999,0.312,255.217,264.106,2.337,0.467,0,389.835,29.6,-6999,-9999,-6999,-6999
2005,0,7.91667,7,2200,0.222,-11.818,248.298,1.492,0.135,0.127,0.008,-4.177,-6999,-0.27,-6999,1.169,0.533,0,1.035,5,0,100,95.275,389.944,0,28.12,31.058,-8.878,0,0,-6999,-6999,0.333,255.939,264.484,2.365,0.485,0,389.707,29.6,-6999,-9999,-6999,-6999
2005,0,7.93750,7,2230,0.26,-11.638,229.908,1.236,0.516,0.692,-0.176,-5.668,-6999,0.069,-6999,1.086,0.466,0,0.965,5,0,100,95.283,389.546,0,28.101,31.057,-11.387,0,0,-6999,-6999,0.41,253.868,264.846,2.401,0.464,0,389.611,29.6,-6999,-9999,-6999,-6999
2005,0,7.95833,7,2300,0.174,-11.602,240.128,1.11,0.133,0.191,-0.058,-4.235,-6999,-0.281,-6999,1.044,0.524,0,1.017,5,0,100,95.297,389.453,0,28.082,31.056,-9.442,0,0,-6999,-6999,0.376,256.17,265.236,2.41,0.479,0,389.548,29.6,-6999,-9999,-6999,-6999
2005,0,7.97917,7,2330,0.153,-11.495,220.174,1.153,0.045,0.093,-0.047,-3.015,-6999,0.209,-6999,1.044,0.445,0,0.947,5,0,100,95.32,389.401,0,28.062,31.054,-9.658,0,0,-6999,-6999,0.391,256.379,265.647,2.429,0.458,0,389.464,29.6,-6999,-9999,-6999,-6999
2005,0,8.00000,8,000,0.133,-11.451,263.707,1.195,0.134,0.115,0.02,-2.312,-6999,0.226,-6999,1.002,0.52,0,1.014,5,0,100,95.318,389.412,0,28.043,31.053,-23.613,0,0,-6999,-6999,0.65,240.92,263.884,2.44,0.489,0,389.308,29.6,-6999,-9999,-6999,-6999
2005,0,8.02083,8,030,0.098,-11.501,271.185,1.383,0.446,0.299,0.147,-2.864,-6999,0.115,-6999,1.378,0.233,0,0.738,5,0,100,95.312,389.795,0,28.028,31.054,-49.156,0.005,0,-6999,-6999,1.237,211.142,259.062,2.441,0.415,0,389.478,29.6,-6999,-9999,-6999,-6999
2005,0,8.04167,8,100,0.075,-11.677,256.85,1.567,0.015,0.25,-0.235,-4.329,-6999,-0.119,-6999,2.797,-0.144,0,0.339,5,0,100,95.306,389.212,0,28.006,31.051,-52.677,0.058,0,-6999,-6999,1.401,204.919,256.196,2.428,0.327,0,389.184,29.6,-6999,-9999,-6999,-6999
2005,0,8.06250,8,130,0.078,-11.738,256.4,1.481,0.32,0.224,0.096,-3.447,-6999,0.235,-6999,3.298,0.155,0,0.605,5,0,100,95.32,389.043,0,27.989,31.05,-50.442,0.006,0,-6999,-6999,1.383,206.099,255.159,2.423,0.383,0,389.183,29.6,-6999,-9999,-6999,-6999
2005,0,8.08333,8,200,0.062,-11.675,294.824,1.816,0.287,0.19,0.098,2.501,-6999,-0.119,-6999,2.671,0.652,0,1.125,5,0,100,95.343,389.405,0,27.971,31.049,-48.16,0,0,-6999,-6999,1.294,207.827,254.694,2.44,0.523,0,389.34,29.6,-6999,-9999,-6999,-6999
2005,0,8.10417,8,230,0.104,-11.903,315.32,1.549,-0.46,-0.206,-0.253,1.797,-6999,0.896,-6999,2.296,0.667,0,1.148,5,0,100,95.353,389.35,0,27.952,31.048,-44.7,0,0,-6999,-6999,1.015,211.179,254.865,2.411,0.53,0,389.399,29.6,-6999,-9999,-6999,-6999
2005,0,8.12500,8,300,0.068,-12.247,330.106,1.42,0.421,0.079,0.342,1.349,-6999,0.69,-6999,1.962,0.72,0,1.196,5,0,100,95.351,389.702,0,27.934,31.046,-29.502,0,0,-6999,-6999,0.76,225.967,254.71,2.378,0.545,0,389.777,29.6,-6999,-9999,-6999,-6999
2005,0,8.14583,8,330,0.173,-12.453,340.381,1.7,0.849,0.431,0.419,-5.756,-6999,0.191,-6999,1.837,0.649,0,1.13,5,0,100,95.38,390.123,0,27.916,31.045,-2.627,0,0.059,-6999,-6999,0,256.702,259.388,2.363,0.525,0,390.12,29.6,-6999,-9999,-6999,-6999
2005,0,8.16667,8,400,0.219,-12.094,355.478,2.043,0.568,0.075,0.493,-8.179,-6999,0.691,-6999,1.628,0.662,0,1.143,5,0,100,95.403,389.619,0,27.897,31.044,-3.52,0,0,-6999,-6999,0.18,257.666,261.008,2.375,0.529,0,389.841,29.6,-6999,-9999,-6999,-6999
2005,0,8.18750,8,430,0.254,-12.464,347.233,1.67,0.641,0.923,-0.281,-1.412,-6999,-0.035,-6999,1.586,0.588,0,1.072,5,0,100,95.468,390.064,0,27.877,31.042,-5.294,0,0,-6999,-6999,0,255.629,260.923,2.303,0.507,0,389.93,29.6,-6999,-9999,-6999,-6999
2005,0,8.20833,8,500,0.208,-12.482,5.413,0.775,0.439,0.578,-0.138,-4.723,-6999,-0.339,-6999,1.503,0.603,0,1.09,5,0,100,95.512,390.123,0,27.855,31.041,-3.855,0,0,-6999,-6999,0.138,257.763,261.482,2.307,0.512,0,390.047,29.6,-6999,-9999,-6999,-6999
2005,0,8.22917,8,530,0.052,-12.317,156.4,0.545,0.218,-0.048,0.267,-0.346,-6999,0.398,-6999,1.503,0.506,0,0.996,5,0,100,95.566,389.867,0,27.835,31.04,-3.149,0,0,-6999,-6999,0.243,259.166,262.073,2.323,0.484,0,389.722,29.6,-6999,-9999,-6999,-6999
2005,0,8.25000,8,600,0.178,-12.205,126.732,1.01,-0.579,-0.204,-0.374,-1.362,-6999,0.692,-6999,1.336,0.557,0,1.05,5,0,100,95.576,389.461,0,27.813,31.039,-3.006,0,0,-6999,-6999,0.18,259.882,262.71,2.342,0.5,0,389.337,29.6,-6999,-9999,-6999,-6999
